timestamp,temperature_c,humidity_pct,wind_speed_mps,wind_direction_deg,solar_irradiance_wm2,solar_status,wind_status,solar_generation_kw,wind_generation_kw,energy_demand_kw,battery_soc_pct,generator_status,n_seconds,solar_energy_kwh,wind_energy_kwh
2026-03-01 00:19:00,-13.54,64.4,11.29,187.97,0.0,ONLINE,ONLINE,0.0,90.3295,298.13,72.57,AVAILABLE,60,0.0,1.5055
2026-03-01 00:20:00,-13.43,66.83,11.55,172.05,0.0,ONLINE,ONLINE,0.0,92.3676,297.54,71.94,AVAILABLE,60,0.0,1.5395
2026-03-01 00:21:00,-13.22,65.06,10.78,176.45,0.0,ONLINE,ONLINE,0.0,86.2382,297.71,71.62,AVAILABLE,60,0.0,1.4373
2026-03-01 00:22:00,-13.23,65.92,11.0,162.5,0.0,ONLINE,ONLINE,0.0,88.0357,297.77,75.6,AVAILABLE,60,0.0,1.4673
2026-03-01 00:23:00,-13.47,67.53,10.89,196.27,0.0,ONLINE,ONLINE,0.0,85.5823,297.21,71.41,AVAILABLE,60,0.0,1.4264
2026-03-01 00:24:00,-13.47,68.91,11.13,165.87,0.0,ONLINE,ONLINE,0.0,87.8106,297.83,72.56,AVAILABLE,60,0.0,1.4635
2026-03-01 00:25:00,-13.31,66.24,11.12,188.36,0.0,ONLINE,ONLINE,0.0,84.5309,297.97,72.14,AVAILABLE,60,0.0,1.4088
2026-03-01 00:26:00,-13.14,65.78,10.91,157.64,0.0,ONLINE,ONLINE,0.0,87.2513,297.17,71.77,AVAILABLE,60,0.0,1.4542
2026-03-01 00:27:00,-13.3,69.93,10.9,184.35,0.0,ONLINE,ONLINE,0.0,86.1288,298.47,72.28,AVAILABLE,60,0.0,1.4355
2026-03-01 00:28:00,-13.19,67.66,11.28,170.01,0.0,ONLINE,ONLINE,0.0,88.3488,296.81,74.48,AVAILABLE,60,0.0,1.4725
2026-03-01 00:29:00,-13.04,65.05,11.17,173.84,0.0,ONLINE,ONLINE,0.0,87.7209,296.85,75.61,AVAILABLE,60,0.0,1.462
2026-03-01 00:30:00,-13.37,65.63,10.65,187.88,0.0,ONLINE,ONLINE,0.0,85.1816,297.63,72.98,AVAILABLE,60,0.0,1.4197
2026-03-01 00:31:00,-13.04,67.27,11.11,174.05,0.0,ONLINE,ONLINE,0.0,88.8543,298.2,73.33,AVAILABLE,60,0.0,1.4809
2026-03-01 00:32:00,-13.01,65.21,10.9,199.38,0.0,ONLINE,ONLINE,0.0,87.1824,298.02,71.43,AVAILABLE,60,0.0,1.453
2026-03-01 00:33:00,-13.14,66.84,11.03,180.3,0.0,ONLINE,ONLINE,0.0,88.2294,297.19,72.27,AVAILABLE,60,0.0,1.4705
2026-03-01 00:34:00,-13.04,68.18,10.87,163.19,0.0,ONLINE,ONLINE,0.0,86.9788,295.54,73.68,AVAILABLE,60,0.0,1.4496
2026-03-01 00:35:00,-13.01,68.76,11.17,162.53,0.0,ONLINE,ONLINE,0.0,89.3256,296.11,71.52,AVAILABLE,60,0.0,1.4888
2026-03-01 00:36:00,-12.89,65.93,10.85,186.73,0.0,ONLINE,ONLINE,0.0,86.8367,296.64,73.05,AVAILABLE,60,0.0,1.4473
2026-03-01 00:37:00,-13.0,64.9,11.06,162.03,0.0,ONLINE,ONLINE,0.0,88.4787,296.53,71.86,AVAILABLE,60,0.0,1.4746
2026-03-01 00:38:00,-12.76,67.99,11.11,184.73,0.0,ONLINE,ONLINE,0.0,88.8598,296.44,71.77,AVAILABLE,60,0.0,1.481
2026-03-01 00:39:00,-12.51,67.47,11.3,180.86,0.0,ONLINE,ONLINE,0.0,90.3957,296.09,72.89,AVAILABLE,60,0.0,1.5066
2026-03-01 00:40:00,-12.78,68.85,10.85,172.45,0.0,ONLINE,ONLINE,0.0,86.8396,295.87,71.81,AVAILABLE,60,0.0,1.4473
2026-03-01 00:41:00,-12.69,65.47,10.83,180.38,0.0,ONLINE,ONLINE,0.0,85.0578,296.0,74.06,AVAILABLE,60,0.0,1.4176
2026-03-01 00:42:00,-12.68,65.65,11.1,172.9,0.0,ONLINE,ONLINE,0.0,87.3711,296.62,71.62,AVAILABLE,60,0.0,1.4562
2026-03-01 00:43:00,-12.95,66.37,11.31,159.53,0.0,ONLINE,ONLINE,0.0,90.5017,295.18,72.78,AVAILABLE,60,0.0,1.5084
2026-03-01 00:44:00,-12.58,65.34,11.26,197.33,0.0,ONLINE,ONLINE,0.0,90.0876,295.88,71.61,AVAILABLE,60,0.0,1.5015
2026-03-01 00:45:00,-12.69,68.7,10.79,176.52,0.0,ONLINE,ONLINE,0.0,86.3351,295.72,71.45,AVAILABLE,60,0.0,1.4389
2026-03-01 00:46:00,-12.47,67.25,10.89,172.02,0.0,ONLINE,ONLINE,0.0,87.1144,294.88,71.98,AVAILABLE,60,0.0,1.4519
2026-03-01 00:47:00,-12.51,67.89,11.03,179.17,0.0,ONLINE,ONLINE,0.0,87.1229,294.73,74.53,AVAILABLE,60,0.0,1.452
2026-03-01 00:48:00,-12.38,65.81,11.05,195.39,0.0,ONLINE,ONLINE,0.0,88.4255,295.84,73.75,AVAILABLE,60,0.0,1.4738
2026-03-01 00:49:00,-12.53,65.51,10.67,190.25,0.0,ONLINE,ONLINE,0.0,80.5621,294.52,73.5,AVAILABLE,60,0.0,1.3427
2026-03-01 00:50:00,-12.47,68.13,10.73,189.9,0.0,ONLINE,ONLINE,0.0,85.8787,295.63,72.13,AVAILABLE,60,0.0,1.4313
2026-03-01 00:51:00,-12.44,66.48,10.94,174.83,0.0,ONLINE,ONLINE,0.0,87.5019,295.2,73.61,AVAILABLE,60,0.0,1.4584
2026-03-01 00:52:00,-12.37,62.89,10.84,157.07,0.0,ONLINE,ONLINE,0.0,85.3401,294.69,73.48,AVAILABLE,60,0.0,1.4223
2026-03-01 00:53:00,-12.14,69.6,11.28,172.34,0.0,ONLINE,ONLINE,0.0,89.0816,293.63,71.92,AVAILABLE,60,0.0,1.4847
2026-03-01 00:54:00,-12.38,67.65,11.01,184.83,0.0,ONLINE,ONLINE,0.0,86.9667,294.69,72.0,AVAILABLE,60,0.0,1.4494
2026-03-01 00:55:00,-12.45,67.98,11.04,193.78,0.0,ONLINE,ONLINE,0.0,88.3134,294.14,71.79,AVAILABLE,60,0.0,1.4719
2026-03-01 00:56:00,-12.19,63.89,10.81,181.83,0.0,ONLINE,ONLINE,0.0,86.4914,294.33,73.95,AVAILABLE,60,0.0,1.4415
2026-03-01 00:57:00,-12.35,68.42,10.7,152.33,0.0,ONLINE,ONLINE,0.0,85.612,294.52,73.29,AVAILABLE,60,0.0,1.4269
2026-03-01 00:58:00,-12.14,66.41,10.74,180.13,0.0,ONLINE,ONLINE,0.0,82.955,294.78,72.86,AVAILABLE,60,0.0,1.3826
2026-03-01 00:59:00,-12.28,64.42,11.15,185.33,0.0,ONLINE,ONLINE,0.0,89.1599,294.57,73.89,AVAILABLE,60,0.0,1.486
2026-03-01 01:00:00,-12.21,65.35,11.11,162.63,0.0,ONLINE,ONLINE,0.0,88.9168,294.3,72.51,AVAILABLE,60,0.0,1.4819
2026-03-01 01:01:00,-12.21,67.46,11.05,170.14,0.0,ONLINE,ONLINE,0.0,87.0183,294.25,70.69,AVAILABLE,60,0.0,1.4503
2026-03-01 01:02:00,-11.99,66.8,11.54,178.29,0.0,ONLINE,ONLINE,0.0,92.309,293.61,74.04,AVAILABLE,60,0.0,1.5385
2026-03-01 01:03:00,-12.02,64.65,11.38,174.86,0.0,ONLINE,ONLINE,0.0,89.3875,293.78,73.09,AVAILABLE,60,0.0,1.4898
2026-03-01 01:04:00,-11.87,67.36,11.09,187.78,0.0,ONLINE,ONLINE,0.0,88.7196,294.55,73.09,AVAILABLE,60,0.0,1.4787
2026-03-01 01:05:00,-12.1,65.8,11.04,174.62,0.0,ONLINE,ONLINE,0.0,88.3119,293.28,73.74,AVAILABLE,60,0.0,1.4719
2026-03-01 01:06:00,-11.99,67.32,11.39,173.91,0.0,ONLINE,ONLINE,0.0,91.1444,293.53,73.0,AVAILABLE,60,0.0,1.5191
2026-03-01 01:07:00,-12.02,67.93,10.86,169.38,0.0,ONLINE,ONLINE,0.0,85.0964,293.63,71.01,AVAILABLE,60,0.0,1.4183
2026-03-01 01:08:00,-11.78,67.76,11.21,191.01,0.0,ONLINE,ONLINE,0.0,88.3561,292.8,72.02,AVAILABLE,60,0.0,1.4726
2026-03-01 01:09:00,-11.8,64.54,11.12,200.98,0.0,ONLINE,ONLINE,0.0,88.9311,293.63,72.34,AVAILABLE,60,0.0,1.4822
2026-03-01 01:10:00,-11.71,65.39,11.42,165.7,0.0,ONLINE,ONLINE,0.0,89.8313,293.43,72.88,AVAILABLE,60,0.0,1.4972
2026-03-01 01:11:00,-11.67,66.99,11.2,190.25,0.0,ONLINE,ONLINE,0.0,89.5806,291.82,70.85,AVAILABLE,60,0.0,1.493
2026-03-01 01:12:00,-11.8,68.76,10.8,180.72,0.0,ONLINE,ONLINE,0.0,85.1352,294.08,73.38,AVAILABLE,60,0.0,1.4189
2026-03-01 01:13:00,-11.72,64.91,11.46,168.54,0.0,ONLINE,ONLINE,0.0,88.7304,293.53,72.76,AVAILABLE,60,0.0,1.4788
2026-03-01 01:14:00,-11.96,67.11,11.13,203.18,0.0,ONLINE,ONLINE,0.0,87.7055,292.84,70.76,AVAILABLE,60,0.0,1.4618
2026-03-01 01:15:00,-11.67,67.13,10.92,151.21,0.0,ONLINE,ONLINE,0.0,85.6495,293.05,74.9,AVAILABLE,60,0.0,1.4275
2026-03-01 01:16:00,-11.64,63.45,10.95,178.49,0.0,ONLINE,ONLINE,0.0,85.9516,292.45,72.53,AVAILABLE,60,0.0,1.4325
2026-03-01 01:17:00,-11.7,65.11,10.91,192.67,0.0,ONLINE,ONLINE,0.0,83.169,291.48,73.73,AVAILABLE,60,0.0,1.3861
2026-03-01 01:18:00,-11.74,66.36,11.0,177.87,0.0,ONLINE,ONLINE,0.0,88.0161,292.3,73.18,AVAILABLE,60,0.0,1.4669
2026-03-01 01:19:00,-11.48,65.12,11.25,198.79,0.0,ONLINE,ONLINE,0.0,90.0302,292.54,73.43,AVAILABLE,60,0.0,1.5005
2026-03-01 01:20:00,-11.5,66.5,11.28,179.2,0.0,ONLINE,ONLINE,0.0,83.2129,291.57,72.5,AVAILABLE,60,0.0,1.3869
2026-03-01 01:21:00,-11.32,67.92,10.84,175.69,0.0,ONLINE,ONLINE,0.0,85.4085,291.43,75.0,AVAILABLE,60,0.0,1.4235
2026-03-01 01:22:00,-11.49,67.38,11.01,200.81,0.0,ONLINE,ONLINE,0.0,86.6067,291.19,71.79,AVAILABLE,60,0.0,1.4434
2026-03-01 01:23:00,-11.38,65.53,10.78,180.58,0.0,ONLINE,ONLINE,0.0,84.7994,292.47,71.45,AVAILABLE,60,0.0,1.4133
2026-03-01 01:24:00,-11.53,67.49,11.26,192.76,0.0,ONLINE,ONLINE,0.0,88.8457,291.65,73.59,AVAILABLE,60,0.0,1.4808
2026-03-01 01:25:00,-11.42,66.23,11.0,163.35,0.0,ONLINE,ONLINE,0.0,88.0145,291.08,72.58,AVAILABLE,60,0.0,1.4669
2026-03-01 01:26:00,-11.46,66.92,11.26,162.18,0.0,ONLINE,ONLINE,0.0,90.1223,291.41,73.98,AVAILABLE,60,0.0,1.502
2026-03-01 01:27:00,-11.4,65.06,10.93,173.97,0.0,ONLINE,ONLINE,0.0,85.9353,291.9,74.66,AVAILABLE,60,0.0,1.4323
2026-03-01 01:28:00,-11.35,64.39,10.92,181.86,0.0,ONLINE,ONLINE,0.0,87.3904,290.2,71.03,AVAILABLE,60,0.0,1.4565
2026-03-01 01:29:00,-11.37,69.72,10.93,138.25,0.0,ONLINE,ONLINE,0.0,85.7044,291.1,69.44,AVAILABLE,60,0.0,1.4284
2026-03-01 01:30:00,-11.29,66.83,10.59,156.76,0.0,ONLINE,ONLINE,0.0,83.49,291.26,72.59,AVAILABLE,60,0.0,1.3915
2026-03-01 01:31:00,-11.23,68.13,10.68,187.7,0.0,ONLINE,ONLINE,0.0,85.4158,291.42,69.86,AVAILABLE,60,0.0,1.4236
2026-03-01 01:32:00,-11.24,69.25,11.13,164.46,0.0,ONLINE,ONLINE,0.0,87.5907,291.01,72.06,AVAILABLE,60,0.0,1.4598
2026-03-01 01:33:00,-11.13,66.31,11.22,190.42,0.0,ONLINE,ONLINE,0.0,88.5615,291.3,72.15,AVAILABLE,60,0.0,1.476
2026-03-01 01:34:00,-10.96,68.22,11.08,171.72,0.0,ONLINE,ONLINE,0.0,88.6552,291.32,69.8,AVAILABLE,60,0.0,1.4776
2026-03-01 01:35:00,-11.07,65.96,11.43,189.56,0.0,ONLINE,ONLINE,0.0,91.432,290.71,74.0,AVAILABLE,60,0.0,1.5239
2026-03-01 01:36:00,-10.94,62.44,10.78,159.42,0.0,ONLINE,ONLINE,0.0,84.7703,289.77,70.09,AVAILABLE,60,0.0,1.4128
2026-03-01 01:37:00,-10.92,66.66,10.9,196.42,0.0,ONLINE,ONLINE,0.0,87.2201,290.93,73.46,AVAILABLE,60,0.0,1.4537
2026-03-01 01:38:00,-10.95,66.74,11.09,172.73,0.0,ONLINE,ONLINE,0.0,88.6882,289.74,73.4,AVAILABLE,60,0.0,1.4781
2026-03-01 01:39:00,-10.93,67.38,11.22,157.25,0.0,ONLINE,ONLINE,0.0,89.7391,290.4,73.38,AVAILABLE,60,0.0,1.4957
2026-03-01 01:40:00,-10.88,65.98,11.06,182.19,0.0,ONLINE,ONLINE,0.0,88.4793,290.9,72.62,AVAILABLE,60,0.0,1.4747
2026-03-01 01:41:00,-10.91,67.72,11.0,168.28,0.0,ONLINE,ONLINE,0.0,88.0207,289.45,73.76,AVAILABLE,60,0.0,1.467
2026-03-01 01:42:00,-10.94,65.39,10.84,170.3,0.0,ONLINE,ONLINE,0.0,82.3507,289.47,70.32,AVAILABLE,60,0.0,1.3725
2026-03-01 01:43:00,-10.98,67.04,10.68,191.23,0.0,ONLINE,ONLINE,0.0,85.4499,289.89,72.14,AVAILABLE,60,0.0,1.4242
2026-03-01 01:44:00,-10.81,66.21,11.2,170.49,0.0,ONLINE,ONLINE,0.0,88.2404,290.07,72.84,AVAILABLE,60,0.0,1.4707
2026-03-01 01:45:00,-10.77,69.36,10.93,191.8,0.0,ONLINE,ONLINE,0.0,87.4154,289.4,73.21,AVAILABLE,60,0.0,1.4569
2026-03-01 01:46:00,-11.06,68.7,10.48,187.12,0.0,ONLINE,ONLINE,0.0,83.858,290.11,73.24,AVAILABLE,60,0.0,1.3976
2026-03-01 01:47:00,-10.58,68.23,10.96,174.75,0.0,ONLINE,ONLINE,0.0,86.0493,290.05,73.72,AVAILABLE,60,0.0,1.4342
2026-03-01 01:48:00,-10.65,67.64,11.12,178.14,0.0,ONLINE,ONLINE,0.0,88.9509,289.64,71.95,AVAILABLE,60,0.0,1.4825
2026-03-01 01:49:00,-10.72,67.29,11.19,188.22,0.0,ONLINE,ONLINE,0.0,89.5603,289.4,71.85,AVAILABLE,60,0.0,1.4927
2026-03-01 01:50:00,-10.63,65.74,11.12,196.29,0.0,ONLINE,ONLINE,0.0,88.9734,289.08,73.85,AVAILABLE,60,0.0,1.4829
2026-03-01 01:51:00,-10.52,66.62,11.0,170.44,0.0,ONLINE,ONLINE,0.0,87.9607,288.9,74.82,AVAILABLE,60,0.0,1.466
2026-03-01 01:52:00,-10.43,68.03,11.27,185.67,0.0,ONLINE,ONLINE,0.0,88.7776,289.61,72.86,AVAILABLE,60,0.0,1.4796
2026-03-01 01:53:00,-10.3,69.03,10.76,172.14,0.0,ONLINE,ONLINE,0.0,82.3075,290.14,71.66,AVAILABLE,60,0.0,1.3718
2026-03-01 01:54:00,-10.65,67.63,10.85,181.21,0.0,ONLINE,ONLINE,0.0,85.4942,289.89,70.75,AVAILABLE,60,0.0,1.4249
2026-03-01 01:55:00,-10.5,66.29,10.83,173.31,0.0,ONLINE,ONLINE,0.0,84.9506,289.61,73.2,AVAILABLE,60,0.0,1.4158
2026-03-01 01:56:00,-10.54,68.62,10.82,165.45,0.0,ONLINE,ONLINE,0.0,84.9159,289.49,72.19,AVAILABLE,60,0.0,1.4153
2026-03-01 01:57:00,-10.46,64.34,10.87,204.14,0.0,ONLINE,ONLINE,0.0,85.4105,288.36,72.02,AVAILABLE,60,0.0,1.4235
2026-03-01 01:58:00,-10.37,66.24,11.0,182.18,0.0,ONLINE,ONLINE,0.0,84.5704,287.85,74.17,AVAILABLE,60,0.0,1.4095
2026-03-01 01:59:00,-10.44,64.75,11.19,192.72,0.0,ONLINE,ONLINE,0.0,89.5605,289.13,71.35,AVAILABLE,60,0.0,1.4927
2026-03-01 02:00:00,-10.32,68.02,11.01,195.21,0.0,ONLINE,ONLINE,0.0,86.9668,288.6,71.66,AVAILABLE,60,0.0,1.4494
2026-03-01 02:01:00,-10.5,66.03,10.86,180.62,0.0,ONLINE,ONLINE,0.0,86.8644,288.55,71.21,AVAILABLE,60,0.0,1.4477
2026-03-01 02:02:00,-10.33,67.48,10.78,180.37,0.0,ONLINE,ONLINE,0.0,86.2338,288.62,71.61,AVAILABLE,60,0.0,1.4372
2026-03-01 02:03:00,-10.2,64.07,11.03,172.93,0.0,ONLINE,ONLINE,0.0,88.2196,287.79,71.38,AVAILABLE,60,0.0,1.4703
2026-03-01 02:04:00,-10.2,65.55,10.5,178.39,0.0,ONLINE,ONLINE,0.0,82.749,289.85,70.91,AVAILABLE,60,0.0,1.3792
2026-03-01 02:05:00,-10.17,68.26,10.77,178.75,0.0,ONLINE,ONLINE,0.0,86.1258,287.19,71.2,AVAILABLE,60,0.0,1.4354
2026-03-01 02:06:00,-10.18,65.38,11.36,190.39,0.0,ONLINE,ONLINE,0.0,90.9043,286.97,71.07,AVAILABLE,60,0.0,1.5151
2026-03-01 02:07:00,-10.13,68.6,10.96,189.36,0.0,ONLINE,ONLINE,0.0,87.7053,286.82,74.62,AVAILABLE,60,0.0,1.4618
2026-03-01 02:08:00,-10.12,64.81,10.98,193.49,0.0,ONLINE,ONLINE,0.0,87.8293,288.4,70.21,AVAILABLE,60,0.0,1.4638
2026-03-01 02:09:00,-10.1,66.27,10.92,189.04,0.0,ONLINE,ONLINE,0.0,87.3573,286.65,71.45,AVAILABLE,60,0.0,1.456
2026-03-01 02:10:00,-9.79,67.26,10.88,173.2,0.0,ONLINE,ONLINE,0.0,81.8826,286.62,72.32,AVAILABLE,60,0.0,1.3647
2026-03-01 02:11:00,-9.9,65.02,11.16,160.84,0.0,ONLINE,ONLINE,0.0,88.1714,287.17,73.14,AVAILABLE,60,0.0,1.4695
2026-03-01 02:12:00,-9.75,66.74,11.14,171.81,0.0,ONLINE,ONLINE,0.0,89.1349,287.12,73.78,AVAILABLE,60,0.0,1.4856
2026-03-01 02:13:00,-9.93,65.8,10.91,172.61,0.0,ONLINE,ONLINE,0.0,85.8687,287.43,72.57,AVAILABLE,60,0.0,1.4311
2026-03-01 02:14:00,-9.82,69.9,11.17,184.33,0.0,ONLINE,ONLINE,0.0,89.3298,286.37,73.46,AVAILABLE,60,0.0,1.4888
2026-03-01 02:15:00,-9.88,68.82,11.18,191.15,0.0,ONLINE,ONLINE,0.0,88.3062,285.56,73.57,AVAILABLE,60,0.0,1.4718
2026-03-01 02:16:00,-9.69,67.08,11.12,176.22,0.0,ONLINE,ONLINE,0.0,88.9698,286.92,72.4,AVAILABLE,60,0.0,1.4828
2026-03-01 02:17:00,-9.79,67.82,11.16,196.3,0.0,ONLINE,ONLINE,0.0,89.2379,286.75,74.03,AVAILABLE,60,0.0,1.4873
2026-03-01 02:18:00,-9.63,67.12,11.11,179.57,0.0,ONLINE,ONLINE,0.0,87.288,286.42,73.52,AVAILABLE,60,0.0,1.4548
2026-03-01 02:19:00,-9.86,66.73,11.03,185.46,0.0,ONLINE,ONLINE,0.0,88.2737,287.3,72.26,AVAILABLE,60,0.0,1.4712
2026-03-01 02:20:00,-9.69,66.67,11.07,189.16,0.0,ONLINE,ONLINE,0.0,88.5775,285.99,71.22,AVAILABLE,60,0.0,1.4763
2026-03-01 02:21:00,-9.78,66.71,11.05,170.93,0.0,ONLINE,ONLINE,0.0,88.4281,286.17,75.94,AVAILABLE,60,0.0,1.4738
2026-03-01 02:22:00,-9.74,68.76,10.84,174.3,0.0,ONLINE,ONLINE,0.0,83.0028,286.35,71.59,AVAILABLE,60,0.0,1.3834
2026-03-01 02:23:00,-9.45,64.67,10.7,195.79,0.0,ONLINE,ONLINE,0.0,85.5674,285.99,72.49,AVAILABLE,60,0.0,1.4261
2026-03-01 02:24:00,-9.32,68.66,11.39,187.72,0.0,ONLINE,ONLINE,0.0,91.1266,284.99,74.07,AVAILABLE,60,0.0,1.5188
2026-03-01 02:25:00,-9.74,65.28,11.13,166.96,0.0,ONLINE,ONLINE,0.0,87.3048,285.63,72.75,AVAILABLE,60,0.0,1.4551
2026-03-01 02:26:00,-9.59,66.03,11.18,169.4,0.0,ONLINE,ONLINE,0.0,89.4359,285.58,73.39,AVAILABLE,60,0.0,1.4906
2026-03-01 02:27:00,-9.64,67.39,10.93,145.94,0.0,ONLINE,ONLINE,0.0,86.3008,286.14,72.95,AVAILABLE,60,0.0,1.4383
2026-03-01 02:28:00,-9.46,66.86,11.04,195.28,0.0,ONLINE,ONLINE,0.0,88.3154,285.48,73.0,AVAILABLE,60,0.0,1.4719
2026-03-01 02:29:00,-9.44,66.19,10.98,170.87,0.0,ONLINE,ONLINE,0.0,86.6987,286.01,71.51,AVAILABLE,60,0.0,1.445
2026-03-01 02:30:00,-9.36,65.8,10.66,175.66,0.0,ONLINE,ONLINE,0.0,83.5024,285.87,73.01,AVAILABLE,60,0.0,1.3917
2026-03-01 02:31:00,-9.36,66.14,11.3,179.58,0.0,ONLINE,ONLINE,0.0,88.7676,285.72,72.47,AVAILABLE,60,0.0,1.4795
2026-03-01 02:32:00,-9.25,68.28,11.18,194.93,0.0,ONLINE,ONLINE,0.0,89.4425,284.86,73.85,AVAILABLE,60,0.0,1.4907
2026-03-01 02:33:00,-9.37,65.55,11.23,197.1,0.0,ONLINE,ONLINE,0.0,89.8578,285.58,73.36,AVAILABLE,60,0.0,1.4976
2026-03-01 02:34:00,-9.15,66.14,10.91,187.45,0.0,ONLINE,ONLINE,0.0,87.2776,284.58,72.84,AVAILABLE,60,0.0,1.4546
2026-03-01 02:35:00,-9.34,66.28,11.32,175.8,0.0,ONLINE,ONLINE,0.0,90.5322,284.77,73.77,AVAILABLE,60,0.0,1.5089
2026-03-01 02:36:00,-9.24,66.14,11.12,206.66,0.0,ONLINE,ONLINE,0.0,84.7163,284.16,72.26,AVAILABLE,60,0.0,1.4119
2026-03-01 02:37:00,-9.19,66.3,10.78,177.3,0.0,ONLINE,ONLINE,0.0,86.2673,284.24,71.09,AVAILABLE,60,0.0,1.4378
2026-03-01 02:38:00,-9.11,65.93,10.91,186.02,0.0,ONLINE,ONLINE,0.0,86.1523,284.42,72.83,AVAILABLE,60,0.0,1.4359
2026-03-01 02:39:00,-9.07,64.41,10.88,170.99,0.0,ONLINE,ONLINE,0.0,87.044,283.58,72.41,AVAILABLE,60,0.0,1.4507
2026-03-01 02:40:00,-9.09,65.21,10.93,169.22,0.0,ONLINE,ONLINE,0.0,87.4199,285.07,71.48,AVAILABLE,60,0.0,1.457
2026-03-01 02:41:00,-8.76,67.9,11.31,169.45,0.0,ONLINE,ONLINE,0.0,89.109,284.97,72.05,AVAILABLE,60,0.0,1.4851
2026-03-01 02:42:00,-9.14,64.27,11.24,163.65,0.0,ONLINE,ONLINE,0.0,89.9441,284.28,73.93,AVAILABLE,60,0.0,1.4991
2026-03-01 02:43:00,-9.0,66.94,11.41,185.59,0.0,ONLINE,ONLINE,0.0,90.1047,283.46,72.95,AVAILABLE,60,0.0,1.5017
2026-03-01 02:44:00,-8.89,65.89,10.63,162.83,0.0,ONLINE,ONLINE,0.0,80.4366,284.32,72.83,AVAILABLE,60,0.0,1.3406
2026-03-01 02:45:00,-9.19,68.47,10.86,179.0,0.0,ONLINE,ONLINE,0.0,85.5231,283.9,72.69,AVAILABLE,60,0.0,1.4254
2026-03-01 02:46:00,-8.77,67.46,11.05,192.33,0.0,ONLINE,ONLINE,0.0,84.0542,284.54,70.85,AVAILABLE,60,0.0,1.4009
2026-03-01 02:47:00,-8.92,68.27,10.96,165.07,0.0,ONLINE,ONLINE,0.0,86.436,283.69,74.17,AVAILABLE,60,0.0,1.4406
