timestamp,temperature_c,humidity_pct,wind_speed_mps,wind_direction_deg,solar_irradiance_wm2,solar_status,wind_status,solar_generation_kw,wind_generation_kw,energy_demand_kw,battery_soc_pct,generator_status
2026-03-01 00:00:46,-12.56,58.3,11.28,88.0,0.0,ONLINE,ONLINE,0.0,90.2595,307.376,67.5,UNAVAILABLE
2026-03-01 00:00:47,-13.97,56.4,9.21,181.7,0.0,ONLINE,ONLINE,0.0,73.647,292.003,58.1,AVAILABLE
2026-03-01 00:00:48,-14.56,77.3,9.4,210.8,0.0,ONLINE,ONLINE,0.0,75.1749,300.389,78.0,AVAILABLE
2026-03-01 00:00:49,-14.5,72.7,13.91,53.8,0.0,ONLINE,ONLINE,0.0,111.267,303.507,56.5,AVAILABLE
2026-03-01 00:00:50,-13.27,66.7,12.87,50.2,0.0,ONLINE,ONLINE,0.0,102.9865,300.299,84.2,AVAILABLE
2026-03-01 00:00:51,-12.8,46.3,12.1,249.6,0.0,ONLINE,ONLINE,0.0,96.779,295.596,59.7,AVAILABLE
2026-03-01 00:00:52,-13.8,66.0,11.77,225.4,0.0,ONLINE,ONLINE,0.0,94.1328,302.806,55.1,AVAILABLE
2026-03-01 00:00:53,-13.87,55.8,11.96,23.8,0.0,ONLINE,ONLINE,0.0,95.6464,303.703,57.6,AVAILABLE
2026-03-01 00:00:54,-13.25,65.6,13.85,177.8,0.0,ONLINE,ONLINE,0.0,110.8353,298.033,78.9,AVAILABLE
2026-03-01 00:00:55,-15.24,58.1,8.88,91.4,0.0,ONLINE,ONLINE,0.0,71.0764,303.802,74.9,UNAVAILABLE
2026-03-01 00:00:56,-13.46,67.2,12.15,243.3,0.0,ONLINE,ONLINE,0.0,97.2249,296.563,71.3,AVAILABLE
2026-03-01 00:00:57,-14.87,64.7,13.87,337.1,0.0,ONLINE,ONLINE,0.0,110.95,292.188,83.7,AVAILABLE
2026-03-01 00:00:58,-14.84,51.1,13.67,75.9,0.0,ONLINE,ONLINE,0.0,109.3882,301.21,73.3,AVAILABLE
2026-03-01 00:00:59,-13.94,83.6,13.32,253.2,0.0,ONLINE,ONLINE,0.0,106.5694,295.607,72.0,UNAVAILABLE
2026-03-01 00:01:00,-14.12,58.6,9.81,50.7,0.0,OFFLINE,ONLINE,0.0,78.4936,297.406,84.4,UNAVAILABLE
2026-03-01 00:01:01,-15.11,57.5,13.56,256.7,0.0,ONLINE,ONLINE,0.0,108.4671,306.326,68.0,AVAILABLE
2026-03-01 00:01:02,-14.39,49.4,10.57,99.1,0.0,ONLINE,ONLINE,0.0,84.5465,292.672,84.2,AVAILABLE
2026-03-01 00:01:03,-14.67,86.1,11.07,68.3,0.0,ONLINE,ONLINE,0.0,88.5262,297.872,85.9,AVAILABLE
2026-03-01 00:01:04,-12.65,76.5,11.3,259.0,0.0,ONLINE,ONLINE,0.0,90.363,292.688,70.8,AVAILABLE
2026-03-01 00:01:05,-15.32,59.8,13.56,45.8,0.0,ONLINE,ONLINE,0.0,108.4853,299.45,65.4,AVAILABLE
2026-03-01 00:01:06,-13.5,52.2,9.81,200.6,0.0,ONLINE,ONLINE,0.0,78.4401,298.203,60.7,AVAILABLE
2026-03-01 00:01:07,-14.81,51.0,13.44,358.7,0.0,ONLINE,ONLINE,0.0,107.5005,299.091,61.7,AVAILABLE
2026-03-01 00:01:08,-14.75,77.2,9.55,205.1,0.0,ONLINE,ONLINE,0.0,76.4012,306.086,69.4,AVAILABLE
2026-03-01 00:01:09,-14.45,50.4,8.37,99.9,0.0,ONLINE,ONLINE,0.0,66.9789,307.371,72.6,AVAILABLE
2026-03-01 00:01:10,-14.65,86.0,9.49,143.9,0.0,ONLINE,ONLINE,0.0,75.9258,299.02,84.7,AVAILABLE
2026-03-01 00:01:11,-13.34,45.0,13.37,170.4,0.0,ONLINE,ONLINE,0.0,106.9934,301.28,68.7,AVAILABLE
2026-03-01 00:01:12,-12.55,67.5,9.49,39.3,0.0,ONLINE,ONLINE,0.0,75.9263,294.353,78.9,AVAILABLE
2026-03-01 00:01:13,-13.17,78.6,10.74,198.5,0.0,ONLINE,ONLINE,0.0,85.9516,292.514,63.1,AVAILABLE
2026-03-01 00:01:14,-15.08,49.8,9.51,229.1,0.0,ONLINE,ONLINE,0.0,76.0861,303.057,57.5,AVAILABLE
2026-03-01 00:01:15,-14.79,64.8,11.61,3.8,0.0,ONLINE,ONLINE,0.0,92.8509,296.703,88.6,AVAILABLE
2026-03-01 00:01:16,-14.76,58.2,9.48,345.8,0.0,ONLINE,ONLINE,0.0,75.8588,303.151,55.8,AVAILABLE
2026-03-01 00:01:17,-14.69,46.5,12.0,333.1,0.0,ONLINE,ONLINE,0.0,96.033,295.504,66.8,AVAILABLE
2026-03-01 00:01:18,-13.07,86.7,12.43,181.8,0.0,ONLINE,ONLINE,0.0,99.4782,295.157,65.9,AVAILABLE
2026-03-01 00:01:19,-13.18,53.1,9.77,342.7,0.0,ONLINE,ONLINE,0.0,78.1568,299.804,62.8,AVAILABLE
2026-03-01 00:01:20,-15.02,51.1,10.36,76.7,0.0,ONLINE,ONLINE,0.0,82.8861,307.456,56.8,AVAILABLE
2026-03-01 00:01:21,-12.81,59.2,12.4,359.1,0.0,ONLINE,ONLINE,0.0,99.1707,306.774,61.5,AVAILABLE
2026-03-01 00:01:22,-13.46,52.3,10.27,134.6,0.0,ONLINE,ONLINE,0.0,82.1737,297.174,55.1,AVAILABLE
2026-03-01 00:01:23,-15.09,80.3,13.79,74.7,0.0,ONLINE,ONLINE,0.0,110.285,297.572,83.8,AVAILABLE
2026-03-01 00:01:24,-14.34,83.6,13.52,69.5,0.0,ONLINE,ONLINE,0.0,108.1363,297.692,56.1,AVAILABLE
2026-03-01 00:01:25,-15.33,56.1,8.21,22.5,0.0,ONLINE,ONLINE,0.0,65.673,306.583,81.2,AVAILABLE
2026-03-01 00:01:26,-12.58,58.6,11.7,94.4,0.0,ONLINE,ONLINE,0.0,93.615,303.327,64.6,UNAVAILABLE
2026-03-01 00:01:27,-13.55,65.4,13.66,8.7,0.0,ONLINE,ONLINE,0.0,109.276,295.601,88.5,AVAILABLE
2026-03-01 00:01:28,-14.17,79.5,10.96,334.1,0.0,ONLINE,ONLINE,0.0,87.6867,294.784,80.8,AVAILABLE
2026-03-01 00:01:29,-14.47,48.4,9.92,130.3,0.0,ONLINE,ONLINE,0.0,79.3383,304.372,61.9,AVAILABLE
2026-03-01 00:01:30,-15.35,83.0,11.32,117.3,0.0,ONLINE,ONLINE,0.0,90.5245,307.538,89.6,AVAILABLE
2026-03-01 00:01:31,-13.96,62.9,12.26,160.9,0.0,ONLINE,ONLINE,0.0,98.069,295.6,76.7,AVAILABLE
2026-03-01 00:01:32,-13.46,69.4,8.73,302.7,0.0,ONLINE,ONLINE,0.0,69.8159,296.551,68.1,AVAILABLE
2026-03-01 00:01:33,-14.72,59.0,8.92,318.3,0.0,ONLINE,ONLINE,0.0,71.3595,301.102,68.9,AVAILABLE
2026-03-01 00:01:34,-13.03,65.4,11.92,356.7,0.0,ONLINE,ONLINE,0.0,95.3597,293.485,83.7,AVAILABLE
2026-03-01 00:01:35,-14.57,70.1,8.72,68.2,0.0,ONLINE,ONLINE,0.0,69.7224,307.414,87.6,AVAILABLE
2026-03-01 00:01:36,-14.67,70.6,12.67,340.5,0.0,ONLINE,ONLINE,0.0,101.3333,293.537,76.7,AVAILABLE
2026-03-01 00:01:37,-14.84,53.7,9.53,215.8,0.0,ONLINE,ONLINE,0.0,76.2359,302.269,55.4,AVAILABLE
2026-03-01 00:01:38,-14.51,47.7,9.22,286.3,0.0,ONLINE,ONLINE,0.0,73.7636,300.61,58.5,AVAILABLE
2026-03-01 00:01:39,-15.18,57.2,8.98,250.3,0.0,ONLINE,ONLINE,0.0,71.8571,298.396,65.8,AVAILABLE
2026-03-01 00:01:40,-14.38,60.6,10.5,311.1,0.0,ONLINE,ONLINE,0.0,83.9894,307.784,61.9,AVAILABLE
2026-03-01 00:01:41,-12.74,83.0,10.54,295.3,0.0,ONLINE,OFFLINE,0.0,0.0,298.336,71.1,AVAILABLE
2026-03-01 00:01:42,-13.53,60.9,13.46,32.1,0.0,ONLINE,ONLINE,0.0,107.6701,301.79,72.7,AVAILABLE
2026-03-01 00:01:43,-12.67,86.6,8.65,176.6,0.0,ONLINE,ONLINE,0.0,69.2221,304.71,61.9,AVAILABLE
2026-03-01 00:01:44,-14.0,83.9,8.32,333.4,0.0,ONLINE,ONLINE,0.0,66.562,298.038,76.7,AVAILABLE
2026-03-01 00:01:45,-14.78,52.9,10.43,304.7,0.0,ONLINE,ONLINE,0.0,83.4153,305.097,62.6,AVAILABLE
2026-03-01 00:01:46,-15.08,46.8,9.48,261.0,0.0,ONLINE,ONLINE,0.0,75.8588,306.185,74.7,AVAILABLE
2026-03-01 00:01:47,-15.09,58.2,11.6,198.0,0.0,ONLINE,ONLINE,0.0,92.7769,301.859,69.7,AVAILABLE
2026-03-01 00:01:48,-14.1,66.0,10.63,8.4,0.0,ONLINE,ONLINE,0.0,85.0409,301.727,63.2,AVAILABLE
2026-03-01 00:01:49,-14.91,63.5,10.84,38.5,0.0,ONLINE,ONLINE,0.0,86.7145,293.879,58.2,AVAILABLE
2026-03-01 00:01:50,-13.53,67.0,8.49,264.1,0.0,ONLINE,ONLINE,0.0,67.9476,304.264,56.9,AVAILABLE
2026-03-01 00:01:51,-15.03,80.0,13.14,358.6,0.0,ONLINE,ONLINE,0.0,105.1394,303.533,61.8,AVAILABLE
2026-03-01 00:01:52,-12.69,47.8,8.99,283.8,0.0,ONLINE,ONLINE,0.0,71.9254,306.708,67.3,AVAILABLE
2026-03-01 00:01:53,-14.62,84.6,12.89,51.7,0.0,ONLINE,ONLINE,0.0,103.1501,299.852,62.3,AVAILABLE
2026-03-01 00:01:54,-15.33,74.2,9.09,58.0,0.0,ONLINE,ONLINE,0.0,72.7406,306.798,86.3,AVAILABLE
2026-03-01 00:01:55,-13.85,68.9,11.82,129.5,0.0,ONLINE,ONLINE,0.0,94.5433,305.781,75.3,AVAILABLE
2026-03-01 00:01:56,-13.55,87.6,10.37,287.2,0.0,ONLINE,ONLINE,0.0,82.9243,296.048,75.2,AVAILABLE
2026-03-01 00:01:57,-14.91,55.9,12.46,17.4,0.0,ONLINE,ONLINE,0.0,99.6925,304.928,77.4,AVAILABLE
2026-03-01 00:01:58,-14.5,71.5,8.01,12.2,0.0,ONLINE,ONLINE,0.0,64.086,294.199,70.1,AVAILABLE
2026-03-01 00:01:59,-14.76,60.3,11.92,8.0,0.0,ONLINE,ONLINE,0.0,95.3492,291.849,58.7,AVAILABLE
2026-03-01 00:02:00,-13.67,50.8,9.23,224.6,0.0,ONLINE,ONLINE,0.0,73.8008,299.404,87.8,AVAILABLE
2026-03-01 00:02:01,-13.52,56.4,13.23,281.6,0.0,ONLINE,ONLINE,0.0,105.8217,298.235,55.4,AVAILABLE
2026-03-01 00:02:02,-13.5,55.7,10.66,337.4,0.0,ONLINE,ONLINE,0.0,85.3002,303.539,86.6,UNAVAILABLE
2026-03-01 00:02:03,-14.72,68.7,8.35,280.4,0.0,ONLINE,ONLINE,0.0,66.8022,291.998,87.9,AVAILABLE
2026-03-01 00:02:04,-13.92,58.3,11.85,292.8,0.0,ONLINE,ONLINE,0.0,94.7954,294.593,65.5,UNAVAILABLE
2026-03-01 00:02:05,-13.29,65.0,8.04,304.0,0.0,ONLINE,ONLINE,0.0,64.3048,303.72,81.0,AVAILABLE
2026-03-01 00:02:06,-14.74,74.9,8.23,120.8,0.0,ONLINE,ONLINE,0.0,65.8632,303.79,84.6,AVAILABLE
2026-03-01 00:02:07,-14.13,72.6,12.73,188.4,0.0,ONLINE,ONLINE,0.0,101.8456,296.039,88.8,AVAILABLE
2026-03-01 00:02:08,-14.65,77.1,9.42,267.8,0.0,ONLINE,ONLINE,0.0,75.3332,306.908,66.4,AVAILABLE
2026-03-01 00:02:09,-12.71,87.1,11.78,249.4,0.0,ONLINE,ONLINE,0.0,94.2734,302.435,71.4,AVAILABLE
2026-03-01 00:02:10,-14.12,54.1,12.35,205.3,0.0,ONLINE,ONLINE,0.0,98.7819,296.713,76.8,AVAILABLE
2026-03-01 00:02:11,-15.35,51.1,8.64,334.4,0.0,ONLINE,ONLINE,0.0,69.1206,297.306,56.0,UNAVAILABLE
2026-03-01 00:02:12,-13.34,60.6,12.42,23.7,0.0,ONLINE,ONLINE,0.0,99.3657,301.234,83.6,AVAILABLE
2026-03-01 00:02:13,-12.83,53.8,13.49,340.0,0.0,ONLINE,ONLINE,0.0,107.8916,293.498,58.9,UNAVAILABLE
2026-03-01 00:02:14,-13.53,49.3,12.95,227.4,0.0,ONLINE,ONLINE,0.0,103.6029,296.381,58.4,AVAILABLE
2026-03-01 00:02:15,-14.16,75.8,8.13,92.4,0.0,ONLINE,ONLINE,0.0,65.0041,296.303,67.9,AVAILABLE
2026-03-01 00:02:16,-12.88,63.8,11.71,11.2,0.0,ONLINE,ONLINE,0.0,93.6772,298.386,82.1,AVAILABLE
2026-03-01 00:02:17,-14.78,52.3,13.17,32.7,0.0,ONLINE,ONLINE,0.0,105.3875,304.895,55.0,AVAILABLE
2026-03-01 00:02:18,-15.42,52.9,10.94,176.9,0.0,ONLINE,ONLINE,0.0,87.5595,304.525,72.3,AVAILABLE
2026-03-01 00:02:19,-12.6,66.4,9.7,77.3,0.0,ONLINE,ONLINE,0.0,77.619,302.966,58.8,AVAILABLE
2026-03-01 00:02:20,-13.34,62.3,12.72,226.1,0.0,ONLINE,ONLINE,0.0,101.7728,297.463,68.8,AVAILABLE
2026-03-01 00:02:21,-15.35,66.6,9.24,94.8,0.0,ONLINE,ONLINE,0.0,73.8936,306.191,68.3,AVAILABLE
2026-03-01 00:02:22,-13.83,60.0,12.53,271.1,0.0,ONLINE,ONLINE,0.0,100.2148,302.111,66.4,AVAILABLE
2026-03-01 00:02:23,-13.2,69.9,9.02,158.0,0.0,ONLINE,ONLINE,0.0,72.1384,304.143,59.4,AVAILABLE
2026-03-01 00:02:24,-14.85,51.6,9.81,253.1,0.0,ONLINE,ONLINE,0.0,78.4724,305.265,60.5,AVAILABLE
2026-03-01 00:02:25,-14.94,76.3,9.97,68.1,0.0,ONLINE,ONLINE,0.0,79.7476,307.367,58.6,AVAILABLE
2026-03-01 00:02:26,-12.47,53.4,12.77,264.0,0.0,ONLINE,ONLINE,0.0,102.1546,298.722,77.3,AVAILABLE
2026-03-01 00:02:27,-15.32,66.5,10.39,284.8,0.0,ONLINE,ONLINE,0.0,83.153,302.857,77.1,AVAILABLE
2026-03-01 00:02:28,-14.21,69.7,12.45,326.9,0.0,ONLINE,ONLINE,0.0,99.5654,298.641,81.2,AVAILABLE
2026-03-01 00:02:29,-12.78,74.2,12.64,252.0,0.0,ONLINE,ONLINE,0.0,101.1543,305.398,77.5,AVAILABLE
2026-03-01 00:02:30,-15.13,72.1,10.52,281.7,0.0,ONLINE,ONLINE,0.0,84.1399,303.167,63.8,AVAILABLE
2026-03-01 00:02:31,-14.2,73.1,12.05,334.9,0.0,ONLINE,ONLINE,0.0,96.4118,294.684,82.2,AVAILABLE
2026-03-01 00:02:32,-15.31,85.4,11.26,57.9,0.0,ONLINE,ONLINE,0.0,90.0813,304.262,73.2,AVAILABLE
2026-03-01 00:02:33,-13.27,67.4,11.07,230.1,0.0,ONLINE,ONLINE,0.0,88.5852,305.016,69.4,AVAILABLE
2026-03-01 00:02:34,-14.24,60.3,12.58,44.1,0.0,ONLINE,ONLINE,0.0,100.6097,307.502,57.0,AVAILABLE
2026-03-01 00:02:35,-14.17,56.4,10.52,251.4,0.0,ONLINE,ONLINE,0.0,84.1863,297.383,62.9,AVAILABLE
2026-03-01 00:02:36,-14.76,50.6,12.81,141.1,0.0,ONLINE,ONLINE,0.0,102.4714,295.139,82.2,AVAILABLE
2026-03-01 00:02:37,-13.73,72.5,9.36,347.0,0.0,ONLINE,ONLINE,0.0,74.8474,297.396,83.7,AVAILABLE
2026-03-01 00:02:38,-13.77,81.6,8.75,300.1,0.0,ONLINE,ONLINE,0.0,70.008,297.42,64.4,AVAILABLE
2026-03-01 00:02:39,-14.86,55.5,8.02,259.8,0.0,ONLINE,ONLINE,0.0,64.1294,296.242,65.6,AVAILABLE
2026-03-01 00:02:40,-13.44,47.5,10.17,334.3,0.0,ONLINE,ONLINE,0.0,81.3967,305.412,84.0,AVAILABLE
2026-03-01 00:02:41,-12.92,85.9,11.8,5.4,0.0,ONLINE,ONLINE,0.0,94.3918,291.923,78.0,AVAILABLE
2026-03-01 00:02:42,-14.72,83.9,12.66,124.7,0.0,ONLINE,ONLINE,0.0,101.2627,294.18,82.7,AVAILABLE
2026-03-01 00:02:43,-13.07,81.1,12.01,321.8,0.0,ONLINE,ONLINE,0.0,96.086,304.345,61.9,AVAILABLE
2026-03-01 00:02:44,-14.1,55.1,13.3,199.8,0.0,ONLINE,ONLINE,0.0,106.3688,295.966,59.9,AVAILABLE
2026-03-01 00:02:45,-14.98,82.1,10.95,179.3,0.0,ONLINE,ONLINE,0.0,87.5859,300.365,55.2,AVAILABLE
2026-03-01 00:02:46,-13.42,86.3,13.04,135.0,0.0,ONLINE,ONLINE,0.0,104.3472,298.432,57.6,AVAILABLE
2026-03-01 00:02:47,-13.59,87.2,12.1,335.3,0.0,ONLINE,ONLINE,0.0,96.7642,297.017,72.9,AVAILABLE
2026-03-01 00:02:48,-13.26,60.7,11.75,121.9,0.0,ONLINE,ONLINE,0.0,94.0133,305.515,71.6,AVAILABLE
2026-03-01 00:02:49,-14.11,57.6,10.53,199.4,0.0,ONLINE,ONLINE,0.0,84.2747,304.954,84.0,AVAILABLE
2026-03-01 00:02:50,-13.89,59.2,13.85,235.6,0.0,ONLINE,ONLINE,0.0,110.7998,304.396,66.1,AVAILABLE
2026-03-01 00:02:51,-13.06,68.5,8.24,260.2,0.0,ONLINE,ONLINE,0.0,65.9225,305.893,56.7,AVAILABLE
2026-03-01 00:02:52,-12.65,84.1,11.65,236.9,0.0,OFFLINE,ONLINE,0.0,93.2169,304.346,76.4,AVAILABLE
2026-03-01 00:02:53,-13.62,64.7,12.09,76.5,0.0,ONLINE,ONLINE,0.0,96.687,302.392,81.7,AVAILABLE
2026-03-01 00:02:54,-13.09,80.4,13.48,236.1,0.0,ONLINE,ONLINE,0.0,107.876,297.62,82.5,AVAILABLE
2026-03-01 00:02:55,-14.15,85.2,9.91,155.0,0.0,ONLINE,ONLINE,0.0,79.2869,301.985,56.9,AVAILABLE
2026-03-01 00:02:56,-12.98,45.6,11.45,330.7,0.0,ONLINE,ONLINE,0.0,91.6154,298.858,68.5,AVAILABLE
2026-03-01 00:02:57,-13.98,54.1,10.47,36.7,0.0,ONLINE,ONLINE,0.0,83.796,302.025,60.3,UNAVAILABLE
2026-03-01 00:02:58,-15.04,50.5,13.8,31.7,0.0,OFFLINE,ONLINE,0.0,110.3847,305.624,55.6,AVAILABLE
2026-03-01 00:02:59,-14.85,81.8,8.3,278.6,0.0,ONLINE,ONLINE,0.0,66.4067,303.127,80.5,AVAILABLE
2026-03-01 00:03:00,-14.03,75.8,13.59,91.5,0.0,ONLINE,ONLINE,0.0,108.7526,307.137,55.4,UNAVAILABLE
2026-03-01 00:03:01,-15.17,82.0,9.87,262.6,0.0,ONLINE,ONLINE,0.0,78.931,294.363,72.0,AVAILABLE
2026-03-01 00:03:02,-14.09,60.6,12.06,52.2,0.0,ONLINE,ONLINE,0.0,96.4902,304.463,77.6,AVAILABLE
2026-03-01 00:03:03,-13.05,57.6,13.67,282.5,0.0,ONLINE,ONLINE,0.0,109.3563,300.773,57.1,AVAILABLE
2026-03-01 00:03:04,-14.41,70.8,11.63,351.9,0.0,ONLINE,ONLINE,0.0,93.0795,305.002,65.8,AVAILABLE
2026-03-01 00:03:05,-13.35,57.2,11.61,322.6,0.0,ONLINE,ONLINE,0.0,92.8855,304.62,55.1,AVAILABLE
2026-03-01 00:03:06,-12.96,79.9,13.32,15.2,0.0,ONLINE,ONLINE,0.0,106.5969,305.03,85.4,AVAILABLE
2026-03-01 00:03:07,-12.98,48.7,12.11,328.9,0.0,ONLINE,ONLINE,0.0,96.8627,297.247,74.4,AVAILABLE
2026-03-01 00:03:08,-12.61,65.0,9.4,218.5,0.0,ONLINE,ONLINE,0.0,75.2335,302.538,62.2,AVAILABLE
2026-03-01 00:03:09,-14.02,55.0,8.53,290.4,0.0,ONLINE,ONLINE,0.0,68.2096,304.048,75.3,AVAILABLE
2026-03-01 00:03:10,-13.97,52.8,11.54,68.1,0.0,ONLINE,ONLINE,0.0,92.2878,294.769,79.5,AVAILABLE
2026-03-01 00:03:11,-13.85,61.1,8.89,16.1,0.0,ONLINE,ONLINE,0.0,71.1524,307.645,58.7,AVAILABLE
2026-03-01 00:03:12,-13.61,46.4,10.07,187.0,0.0,ONLINE,ONLINE,0.0,80.5562,292.018,89.7,AVAILABLE
2026-03-01 00:03:13,-14.62,78.0,12.68,153.3,0.0,ONLINE,ONLINE,0.0,101.4012,306.831,83.7,AVAILABLE
